Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.4377760887145996	0	23.39535	16.80274	102.0	10.0	23.3953488372093	16.8027399964988	1006	1006
2.151663064956665	1	22.84091	11.5225935	71.0	10.0	22.84090909090909	11.522592791038795	1005	2011
2.65301513671875	2	22.085106	10.0526905	59.0	9.0	22.085106382978722	10.052690519995645	1038	3049
3.0374090671539307	3	26.368422	13.328681	61.0	9.0	26.36842105263158	13.328681090497604	1002	4051
3.3466570377349854	4	25.15	15.898978	80.0	10.0	25.15	15.898977954573054	1006	5057
3.768282175064087	5	24.804878	13.718813	68.0	10.0	24.804878048780488	13.718812990312854	1017	6074
4.08080792427063	6	32.419353	17.978077	71.0	12.0	32.41935483870968	17.97807660161243	1005	7079
4.408786058425903	7	36.75862	21.540108	101.0	9.0	36.758620689655174	21.540107213919757	1066	8145
4.735942125320435	8	38.807693	18.153234	73.0	11.0	38.80769230769231	18.153234996231454	1009	9154
5.104685068130493	9	30.60606	13.343798	57.0	11.0	30.606060606060606	13.343797546651547	1010	10164
5.427471160888672	10	41.96	19.529425	104.0	18.0	41.96	19.529423954638293	1049	11213
5.753879070281982	11	41.791668	20.24224	93.0	14.0	41.791666666666664	20.242239596667382	1003	12216
6.114711046218872	12	42.875	22.697857	122.0	12.0	42.875	22.697856910583724	1029	13245
6.4934022426605225	13	53.94737	26.075747	104.0	11.0	53.94736842105263	26.07574732079505	1025	14270
6.890949249267578	14	53.263157	27.684011	117.0	16.0	53.26315789473684	27.68401040552044	1012	15282
7.226410150527954	15	41.52	16.852585	83.0	19.0	41.52	16.852584371543735	1038	16320
7.551084041595459	16	46.772728	24.32345	102.0	11.0	46.77272727272727	24.323448877354053	1029	17349
7.999834060668945	17	40.84	19.727505	86.0	15.0	40.84	19.72750364339087	1021	18370
8.397066116333008	18	63.625	39.671898	184.0	15.0	63.625	39.671896538985884	1018	19388
8.834929943084717	19	56.055557	23.28202	96.0	20.0	56.05555555555556	23.282020297555846	1009	20397
9.252181053161621	20	53.263157	24.47091	112.0	22.0	53.26315789473684	24.470910991717144	1012	21409
9.659929037094116	21	51.75	18.308126	84.0	15.0	51.75	18.30812661087966	1035	22444
10.07379412651062	22	59.47059	23.384554	97.0	23.0	59.470588235294116	23.38455409543262	1011	23455
10.412482023239136	23	75.35714	33.86656	139.0	29.0	75.35714285714286	33.86655987181191	1055	24510
10.791754007339478	24	56.210526	24.661026	105.0	19.0	56.21052631578947	24.661026032713025	1068	25578
11.1840078830719	25	56.77778	25.180584	102.0	13.0	56.77777777777778	25.180582368068094	1022	26600
11.504220962524414	26	85.083336	38.30896	161.0	43.0	85.08333333333333	38.308959642476445	1021	27621
11.832003116607666	27	64.1875	32.053116	142.0	23.0	64.1875	32.05311753558458	1027	28648
12.286073207855225	28	73.92857	23.273113	123.0	39.0	73.92857142857143	23.273112277949437	1035	29683
12.731489181518555	29	64.125	35.042606	147.0	23.0	64.125	35.042607993698184	1026	30709
13.211193084716797	30	61.941177	21.250525	96.0	30.0	61.94117647058823	21.250524113219072	1053	31762
13.701297283172607	31	77.0	24.23602	121.0	39.0	77.0	24.236018967326615	1001	32763
14.065916299819946	32	84.083336	36.346615	187.0	54.0	84.08333333333333	36.34661454508368	1009	33772
14.388061046600342	33	111.77778	40.27345	200.0	66.0	111.77777777777777	40.27344804314563	1006	34778
14.806313037872314	34	85.583336	25.454071	149.0	46.0	85.58333333333333	25.454070837927325	1027	35805
15.295690059661865	35	81.14286	35.920265	200.0	51.0	81.14285714285714	35.92026316889186	1136	36941
15.71597695350647	36	102.6	36.56009	160.0	46.0	102.6	36.560087527247525	1026	37967
16.126353979110718	37	103.7	43.160282	178.0	21.0	103.7	43.160282668212446	1037	39004
16.475917100906372	38	112.44444	42.885147	200.0	46.0	112.44444444444444	42.88514664157202	1012	40016
16.87598705291748	39	119.8	50.98196	200.0	45.0	119.8	50.981957592858286	1198	41214
17.26695704460144	40	139.875	20.423256	176.0	115.0	139.875	20.423255739475035	1119	42333
17.653483152389526	41	152.14285	28.717484	200.0	112.0	152.14285714285714	28.717483830430208	1065	43398
18.14761710166931	42	112.333336	44.138668	200.0	38.0	112.33333333333333	44.138670372160306	1011	44409
18.49852228164673	43	165.42857	51.685467	200.0	45.0	165.42857142857142	51.68546947742703	1158	45567
18.931905031204224	44	152.14285	39.149635	200.0	94.0	152.14285714285714	39.14963444977514	1065	46632
19.26360821723938	45	146.14285	40.008675	200.0	78.0	146.14285714285714	40.00867252922822	1023	47655
19.609124183654785	46	172.66667	34.50443	200.0	104.0	172.66666666666666	34.50442805721543	1036	48691
20.11003017425537	47	167.85715	55.799202	200.0	35.0	167.85714285714286	55.79920268613309	1175	49866
20.504234075546265	48	148.25	65.50716	200.0	35.0	148.25	65.50715609763563	1186	51052
20.861239194869995	49	179.0	23.17326	200.0	138.0	179.0	23.173260452512935	1074	52126
21.31929302215576	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	53326
21.704288005828857	51	170.28572	35.875637	200.0	110.0	170.28571428571428	35.875635527329635	1192	54518
22.11365509033203	52	166.85715	49.846706	200.0	60.0	166.85714285714286	49.846703778194005	1168	55686
22.522733211517334	53	166.42857	46.634926	200.0	73.0	166.42857142857142	46.63492603758059	1165	56851
22.91261601448059	54	192.16667	17.515867	200.0	153.0	192.16666666666666	17.515865823748353	1153	58004
23.29631209373474	55	175.16667	40.279922	200.0	89.0	175.16666666666666	40.27992331450275	1051	59055
