Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7430720329284668	0	23.39535	16.80274	102.0	10.0	23.3953488372093	16.8027399964988	1006	1006
1.237220048904419	1	22.818182	12.437613	59.0	9.0	22.818181818181817	12.437612909076769	1004	2010
1.7333991527557373	2	27.944445	15.86741	74.0	11.0	27.944444444444443	15.867409724275246	1006	3016
2.1435739994049072	3	27.27027	16.350302	70.0	11.0	27.27027027027027	16.350301507507847	1009	4025
2.566211223602295	4	25.25	14.298164	67.0	12.0	25.25	14.298164217828806	1010	5035
3.0231292247772217	5	25.317074	16.018951	70.0	10.0	25.317073170731707	16.01895070463646	1038	6073
3.4699881076812744	6	38.653847	23.527304	103.0	9.0	38.65384615384615	23.527303790886005	1005	7078
3.8704681396484375	7	34.793102	17.102892	76.0	13.0	34.793103448275865	17.102892093292752	1009	8087
4.275424957275391	8	39.192307	20.714209	96.0	15.0	39.19230769230769	20.71420774171351	1019	9106
4.723304033279419	9	35.785713	19.692923	77.0	12.0	35.785714285714285	19.692923208345576	1002	10108
5.174088001251221	10	40.64	25.187107	114.0	15.0	40.64	25.187107813323863	1016	11124
5.611248254776001	11	48.333332	19.934017	87.0	16.0	48.333333333333336	19.934018143993935	1015	12139
6.134613990783691	12	46.454544	21.514748	105.0	15.0	46.45454545454545	21.514746048249354	1022	13161
6.72599196434021	13	55.88889	29.696407	120.0	23.0	55.888888888888886	29.696406233917877	1006	14167
7.276267051696777	14	50.142857	33.812206	161.0	11.0	50.142857142857146	33.81220646634066	1053	15220
7.789205074310303	15	61.17647	29.550028	132.0	14.0	61.1764705882353	29.550027956824927	1040	16260
8.33743691444397	16	57.333332	29.773216	119.0	16.0	57.333333333333336	29.77321689781681	1032	17292
8.912901878356934	17	51.7	22.629847	111.0	20.0	51.7	22.62984754698979	1034	18326
9.497467279434204	18	58.27778	28.818985	129.0	17.0	58.27777777777778	28.818985940127803	1049	19375
10.08617901802063	19	77.46154	43.287262	165.0	23.0	77.46153846153847	43.287261200594806	1007	20382
10.765133142471313	20	57.38889	31.617748	118.0	21.0	57.388888888888886	31.617749742279763	1033	21415
11.550955057144165	21	49.47619	26.661224	130.0	15.0	49.476190476190474	26.66122393435839	1039	22454
12.078426837921143	22	67.8	28.603497	123.0	33.0	67.8	28.603496289789472	1017	23471
12.58603286743164	23	63.4375	31.312874	112.0	29.0	63.4375	31.312874249260478	1015	24486
13.155338048934937	24	65.0	24.662725	121.0	34.0	65.0	24.66272491027705	1040	25526
13.788331985473633	25	71.53333	31.048063	147.0	21.0	71.53333333333333	31.04806309936615	1073	26599
14.43519902229309	26	79.15385	30.004732	144.0	38.0	79.15384615384616	30.00473335439992	1029	27628
15.078248023986816	27	62.5625	27.083134	114.0	20.0	62.5625	27.083133012079678	1001	28629
15.7589271068573	28	87.333336	33.717785	153.0	28.0	87.33333333333333	33.717782977071444	1048	29677
16.40092396736145	29	88.25	33.791332	169.0	42.0	88.25	33.79133271516036	1059	30736
17.03366994857788	30	96.454544	45.96711	200.0	30.0	96.45454545454545	45.967110052858125	1061	31797
17.89700412750244	31	89.333336	52.82255	194.0	25.0	89.33333333333333	52.822554105440815	1072	32869
18.60985803604126	32	119.0	45.983086	192.0	58.0	119.0	45.9830886788224	1071	33940
19.289865970611572	33	93.36364	39.10655	152.0	35.0	93.36363636363636	39.106550781801076	1027	34967
20.133901119232178	34	108.454544	51.90089	200.0	40.0	108.45454545454545	51.900890930106804	1193	36160
20.976392030715942	35	135.25	29.264954	199.0	86.0	135.25	29.264953442641936	1082	37242
21.934546947479248	36	147.5	46.70653	200.0	78.0	147.5	46.70653059262698	1180	38422
22.725831985473633	37	146.5	49.071377	200.0	35.0	146.5	49.07137658554119	1172	39594
23.515356063842773	38	129.125	37.521454	200.0	85.0	129.125	37.52145219737637	1033	40627
24.346364974975586	39	158.85715	46.84146	200.0	88.0	158.85714285714286	46.84146079041079	1112	41739
25.06768012046814	40	156.28572	35.487278	200.0	97.0	156.28571428571428	35.487278548453254	1094	42833
25.799553155899048	41	140.125	39.75059	200.0	82.0	140.125	39.750589618268556	1121	43954
26.528279066085815	42	145.0	47.804287	200.0	67.0	145.0	47.80428851055102	1160	45114
27.347003936767578	43	122.666664	51.445766	200.0	45.0	122.66666666666667	51.44576432192126	1104	46218
28.16400909423828	44	149.75	60.17215	200.0	20.0	149.75	60.172148873045906	1198	47416
28.95354199409485	45	155.14285	61.95028	200.0	22.0	155.14285714285714	61.95027630845466	1086	48502
29.63617205619812	46	171.83333	42.467308	200.0	90.0	171.83333333333334	42.46730768746969	1031	49533
30.510154008865356	47	189.5	23.478714	200.0	137.0	189.5	23.47871376374779	1137	50670
31.29055404663086	48	183.0	17.925774	200.0	146.0	183.0	17.925772879665004	1098	51768
32.07252621650696	49	168.57143	27.63981	200.0	128.0	168.57142857142858	27.639811570874887	1180	52948
32.83769202232361	50	172.0	47.679485	200.0	70.0	172.0	47.6794854558366	1032	53980
33.61942410469055	51	168.16667	27.388664	200.0	116.0	168.16666666666666	27.38866351045426	1009	54989
34.31739401817322	52	178.16667	25.281197	200.0	130.0	178.16666666666666	25.28119635003235	1069	56058
35.15339016914368	53	169.28572	53.100216	200.0	44.0	169.28571428571428	53.10021330523282	1185	57243
35.861109018325806	54	156.14285	45.06322	200.0	87.0	156.14285714285714	45.063220896325426	1093	58336
36.55907893180847	55	153.14285	44.511406	200.0	70.0	153.14285714285714	44.5114064720769	1072	59408
