Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.8978078365325928	0	22.669683	12.930529	102.0	10.0	22.669683257918553	12.930529113597519	5010	5010
3.666299819946289	1	21.91739	12.199328	84.0	9.0	21.917391304347827	12.199328284213493	5041	10051
5.884322881698608	2	23.448599	12.672536	90.0	8.0	23.44859813084112	12.67253535171121	5018	15069
7.438317775726318	3	25.540817	15.54596	120.0	8.0	25.540816326530614	15.545961065693557	5006	20075
8.918670654296875	4	29.292398	17.856049	106.0	9.0	29.292397660818715	17.856048841110816	5009	25084
10.861534833908081	5	30.113773	19.358707	120.0	9.0	30.11377245508982	19.358706333799354	5029	30113
12.880263805389404	6	30.126507	16.980206	94.0	9.0	30.126506024096386	16.980205231970643	5001	35114
14.844003677368164	7	31.471699	17.768183	130.0	10.0	31.471698113207548	17.76818275739135	5004	40118
16.411223888397217	8	33.953022	23.132921	176.0	10.0	33.95302013422819	23.13292072091485	5059	45177
18.019521951675415	9	37.679104	21.783398	111.0	12.0	37.67910447761194	21.783398014285694	5049	50226
19.579055786132812	10	40.432	24.159582	155.0	11.0	40.432	24.159581453328205	5054	55280
21.302108764648438	11	47.5	28.251648	179.0	13.0	47.5	28.25164880812018	5035	60315
22.889493942260742	12	47.4717	27.441605	178.0	13.0	47.471698113207545	27.441604396124376	5032	65347
24.4334499835968	13	47.857143	23.522402	133.0	11.0	47.857142857142854	23.52240211714238	5025	70372
26.213075876235962	14	51.214287	26.615267	132.0	14.0	51.214285714285715	26.61526721600953	5019	75391
27.884776830673218	15	48.346153	24.989525	129.0	13.0	48.34615384615385	24.989524432468635	5028	80419
29.42743182182312	16	51.27551	23.966295	139.0	10.0	51.275510204081634	23.96629461975539	5025	85444
30.930633783340454	17	61.134148	40.91328	200.0	12.0	61.13414634146341	40.913281937598384	5013	90457
32.339428663253784	18	48.67961	26.305975	135.0	12.0	48.679611650485434	26.3059717064776	5014	95471
33.76420974731445	19	61.121952	33.368374	172.0	19.0	61.1219512195122	33.36837638444828	5012	100483
35.1207709312439	20	58.835293	28.962793	138.0	14.0	58.83529411764706	28.962794412963888	5001	105484
36.64217805862427	21	63.392406	33.670937	200.0	19.0	63.392405063291136	33.67093842196369	5008	110492
38.11760687828064	22	62.625	30.745478	176.0	15.0	62.625	30.745477309679224	5010	115502
39.63700294494629	23	69.136986	34.17053	196.0	15.0	69.13698630136986	34.170529266747906	5047	120549
41.04324769973755	24	63.405064	35.267345	200.0	14.0	63.40506329113924	35.26734028557837	5009	125558
42.39468002319336	25	65.1039	33.814075	200.0	13.0	65.1038961038961	33.81407699468067	5013	130571
43.83265399932861	26	75.208954	39.733643	200.0	18.0	75.2089552238806	39.733642016101	5039	135610
45.346271991729736	27	75.92424	32.858425	178.0	19.0	75.92424242424242	32.85842477921809	5011	140621
46.732038736343384	28	82.57377	41.52205	200.0	16.0	82.57377049180327	41.522049846898334	5037	145658
48.0782687664032	29	90.46429	35.105434	183.0	34.0	90.46428571428571	35.10543521497281	5066	150724
49.74614191055298	30	108.21277	50.748833	200.0	24.0	108.2127659574468	50.74883340875412	5086	155810
51.637325048446655	31	111.64445	52.48837	200.0	36.0	111.64444444444445	52.48837143408499	5024	160834
53.565194845199585	32	121.07143	48.792755	200.0	27.0	121.07142857142857	48.79275554011352	5085	165919
55.332849740982056	33	135.78378	56.424618	200.0	15.0	135.78378378378378	56.424613727801706	5024	170943
57.141103744506836	34	137.83784	49.413597	200.0	23.0	137.83783783783784	49.413595630786595	5100	176043
58.93417477607727	35	139.88889	47.95529	200.0	60.0	139.88888888888889	47.95529039160549	5036	181079
60.52830982208252	36	162.3871	46.22852	200.0	51.0	162.38709677419354	46.22851893083989	5034	186113
61.89156889915466	37	144.88571	58.988506	200.0	24.0	144.88571428571427	58.98850804718367	5071	191184
63.303287982940674	38	142.61111	56.62071	200.0	33.0	142.61111111111111	56.620705762005954	5134	196318
64.94784784317017	39	161.74193	46.34023	200.0	51.0	161.74193548387098	46.340233854322065	5014	201332
66.38143587112427	40	148.70589	48.816902	200.0	63.0	148.7058823529412	48.81690245599288	5056	206388
67.80970478057861	41	171.4	43.63225	200.0	47.0	171.4	43.63225106882904	5142	211530
69.23380589485168	42	174.96552	35.261078	200.0	78.0	174.9655172413793	35.26107823827237	5074	216604
70.68576788902283	43	155.84848	46.775494	200.0	76.0	155.84848484848484	46.77549294372597	5143	221747
72.23429083824158	44	174.34483	39.844765	200.0	70.0	174.3448275862069	39.84476417130393	5056	226803
74.0483648777008	45	179.64285	39.74581	200.0	51.0	179.64285714285714	39.74581225533999	5030	231833
75.45905184745789	46	188.77777	19.859383	200.0	129.0	188.77777777777777	19.85938220913216	5097	236930
76.8869948387146	47	184.71428	28.410078	200.0	93.0	184.71428571428572	28.410080131200345	5172	242102
78.26115775108337	48	187.37038	24.965382	200.0	99.0	187.37037037037038	24.965380693996217	5059	247161
79.78915405273438	49	188.74074	23.89575	200.0	89.0	188.74074074074073	23.895749804317973	5096	252257
81.15395975112915	50	187.48148	22.881937	200.0	123.0	187.4814814814815	22.881935897074033	5062	257319
82.52259492874146	51	196.3077	9.847957	200.0	161.0	196.30769230769232	9.847956565740432	5104	262423
83.86259770393372	52	189.0	22.135944	200.0	98.0	189.0	22.135943621178654	5103	267526
85.4004819393158	53	190.0	24.843212	200.0	108.0	190.0	24.843212054506665	5130	272656
86.8977997303009	54	196.15384	8.891191	200.0	167.0	196.15384615384616	8.891189708799931	5100	277756
