Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
296.4450104236603	0	-259.55295	117.67916	134.95782	-683.4188	122.58103975535168	40.208539055605925	40084	40084
646.2377090454102	1	-219.43085	140.79631	185.91644	-736.7275	134.7070707070707	81.5575134315849	40008	80092
1026.581630706787	2	-177.18532	123.95712	218.89143	-597.6261	160.616	82.26389575020137	40154	120246
1428.4002597332	3	-167.10045	121.36222	190.48463	-514.8729	168.2731092436975	100.66011635591519	40049	160295
1887.0244443416595	4	-158.07948	116.199295	191.53194	-591.81055	169.51271186440678	129.12185418525792	40005	200300
2259.6054317951202	5	-129.462	115.138214	191.3367	-408.06747	162.22267206477733	119.64324081627852	40069	240369
2625.5557000637054	6	-115.20064	128.61913	206.27051	-606.7109	181.95454545454547	164.08367523717538	40030	280399
2951.0853695869446	7	-102.35466	110.49706	206.08012	-421.59018	172.55603448275863	133.6693887201793	40033	320432
3250.560119152069	8	-82.807686	115.97278	208.7966	-442.23834	169.5	119.5847157344455	40002	360434
3629.3252279758453	9	-48.772137	121.83886	225.24622	-477.70282	188.1643192488263	166.34854026696394	40079	400513
3983.8313648700714	10	-27.039097	124.731094	216.27658	-424.57782	192.60576923076923	158.73244410916698	40062	440575
4426.31534910202	11	-19.946198	122.836815	217.01875	-512.56	228.57714285714286	207.1342519591916	40001	480576
4913.925052404404	12	1.4677544	134.71259	232.45883	-503.6164	261.8451612903226	235.05925517692094	40586	521162
5453.989169120789	13	-8.75296	139.37375	216.8101	-593.2867	270.3708609271523	250.9609773073234	40826	561988
5941.369599580765	14	7.4216433	132.03639	223.4783	-382.71713	315.59842519685037	281.8277314845727	40081	602069
6192.133459806442	15	-16.126974	141.8052	224.78256	-461.48804	296.6666666666667	237.03567476460395	40050	642119
6472.982819080353	16	27.251375	122.2546	203.88857	-211.56583	350.2260869565217	277.8239373938752	40276	682395
6728.418301105499	17	27.67887	139.52444	234.64178	-505.10175	336.8235294117647	243.72262258003695	40082	722477
7012.367795467377	18	54.711555	117.20911	214.2368	-236.79938	369.1363636363636	283.2176637170117	40605	763082
7311.680620908737	19	70.15686	133.33789	223.60388	-515.05115	411.0204081632653	277.164578662461	40280	803362
7603.678397893906	20	96.29907	125.531235	232.5337	-416.7172	424.3958333333333	261.81917579881775	40742	844104
